"Notice_ID","Notice_Type","Tender_Number","Notice_Content","Successful_Bidder","Awarded_Amount","Tendering_Entity","Tendering_Address","Tendering_Contact_Person","Tendering_Contact_Information","Tendering_Agency","Agency_Address","Agency_Contact_Person","Agency_Contact_Information"
"612"," 中标结果公告"," 招标编号： HBSJ-202304FJ-068001002"," 华中科技大学同济医学院附属协和医院家属区拆迁腾挪用房装修改造项目（招标项目名称）华中科技大学同济医学院附属协和医院家属区拆迁腾挪用房装修改造项目(第二次)（标段名称）于2023年07月28日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年07月28日至2023年07月31日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北乾沿建设工程有限公司、西北综合勘察设计研究院","7422000"," 华中科技大学同济医学院附属协和医院"," 武汉市解放大道1277号"," 彭老师、刘老师"," 027-85726806"," 湖北中联太工程造价咨询有限公司"," 武汉市江岸区马祖路17号9楼"," 宫永鑫","15927289928"
"613"," 中标结果公告"," 招标编号： HBZX-201901GL-004021001"," 武汉至阳新高速公路黄石段服务区租赁经营招标（招标项目名称）FWQ-1标段（标段名称）于2023年05月20日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年05月20日至2023年05月22日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 黄石市交通投资集团有限公司、湖北交投实业发展有限公司","0.2"," 湖北黄石武阳高速公路发展有限公司"," 黄石市大冶市金山大道199号金禾工业园2#楼"," 柯先生"," 0714-8765651"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场A座19层"," 陈玉良"," 027-83853868"
"614"," 中标结果公告"," 招标编号： HBSJ-202011FJ-165006003"," 咸宁农村商业银行综合营业办公楼装修工程项目配套办公家具采购（招标项目名称）咸宁农村商业银行综合营业办公楼装修工程项目配套办公家具采购三标段餐桌餐椅供货与安装（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中山市东业家具制造有限公司","238200"," 湖北咸宁农村商业银行股份有限公司"," 咸宁市咸安区长安大道166号"," 徐慧君","18871455272"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 招标四部何雄久","18971496598"
"615"," 中标结果公告"," 招标编号： HBSJ-202208FJ-140001001"," 湖北交投虎巴探索谷房建工程、景区配套道路（夷凤路、巴山路、环景路、环湖路）及停车场工程监理服务（招标项目名称）湖北交投虎巴探索谷房建工程、景区配套道路（夷凤路、巴山路、环景路、环湖路）及停车场工程监理服务（标段名称）于2022年09月14日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年09月14日至2022年09月16日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 重庆市工程管理有限公司","1633881.88"," 湖北交投文化旅游投资有限公司"," 宜昌市伍家岗区沿江大道185号九州方园大厦24层"," 印亚骏"," 0717-6596605"," 国信招标集团股份有限公司"," 武汉市洪山区徐东大街97号龙潭大厦A座16楼"," 胡红霞、蔡立凡、毕洋"," 027-87235209"
"616"," 中标结果公告"," 招标编号： HBSJ-202308TL-089001001"," 集团公司12306客服中心搬迁改造工程（招标项目名称）KFQGSG标段（标段名称）于2023年09月23日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年09月23日至2023年09月25日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中铁电气化局集团北京建筑工程有限公司","7941824"," 中国铁路武汉局集团有限公司站房工程建设指挥部"," 武汉市武昌区东安路2号"," 王莹、辛福良"," 027-51165187"," 湖北华科工程咨询有限公司"," 武汉市洪山区徐东大街团结名居桔园"," 黄文治","13720322627"
"617"," 中标结果公告"," 招标编号： HBSJ-202306FJ-096002001"," 南湖校区文泰楼整体翻修工程监理服务（招标项目名称）南湖校区文泰楼整体翻修工程监理服务（标段名称）于2023年08月08日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月08日至2023年08月10日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中晟宏宇工程咨询有限公司","619709"," 中南财经政法大学"," 武汉市东湖新技术开发区南湖大道182号"," 简老师"," 027-88386160"," 国信招标集团股份有限公司"," 湖北省武汉市洪山区徐东大街 97 号龙潭SOMO A 座 16 楼"," 戴唯"," 027-87238091"
"618"," 中标结果公告"," 招标编号： HBSJ-201809QT-469071002"," 新建湖北鄂州民用机场工程航空器模拟训练设施、模拟航空器点火系统设备采购（招标项目名称）新建湖北鄂州民用机场工程航空器模拟训练设施、模拟航空器点火系统设备采购（二标段）（标段名称）于2023年04月25日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年04月25日至2023年04月27日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 北京鑫辰时代科技有限公司","8951400"," 湖北国际物流机场有限公司"," 鄂州市滨湖北路特1号滨湖大厦八楼"," 郑先生"," 0711--3688919"," 湖北路港工程咨询有限公司"," 武昌区民主路782号洪广大酒店A座14楼"," 方雪君","13163316009"
"619"," 中标结果公告"," 招标编号： HBSJ-202210FJ-177002001"," 湖北交投鄂州新材料配送基地项目工程监理（招标项目名称）湖北交投鄂州新材料配送基地项目工程监理（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 中三信工程管理（湖北）有限责任公司、湖北百年建设监理有限责任公司","1854098"," 湖北交投致远新材科技有限公司鄂州分公司"," 鄂州市华容区三江港新区粑铺村、临江大道东侧湖北交投沥青仓储与改性生产基地项目一期办公楼207"," 张先生"," 0711-5032602"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 刘坤"," 027-87816666"
"620"," 中标结果公告"," 招标编号： HBZX-201901GL-004014001"," 武汉至阳新高速公路黄石段房建工程施工监理招标施工监理招标（招标项目名称）武汉至阳新高速公路黄石段房建工程施工监理招标HSFJJL-1标段（标段名称）于2022年07月29日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年07月29日至2022年08月01日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 湖北东泰建设管理咨询有限公司","2731810"," 湖北黄石武阳高速公路发展有限公司"," 黄石市大冶市金山大道199号金禾工业园2#楼"," 柯先生"," 0714-8765651"," 华杰工程咨询有限公司"," 武汉市硚口区硚口路160号武汉城市广场A座10层"," 张亦嘉"," 027-83851978"
"621"," 中标结果公告"," 招标编号： HBSJ-202308QG-036001001"," 湖北省农村信用社联合社网络信息中心ODS生产存储采购及迁移项目（招标项目名称）湖北省农村信用社联合社网络信息中心ODS生产存储采购及迁移项目（标段名称）于2023年08月30日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年08月30日至2023年09月04日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 北京神州新桥科技有限公司","2600000"," 湖北省农村信用社联合社网络信息中心"," 武汉市武昌区水果湖街中北路86号7栋"," 徐晓彬"," 027-87119860"," 中工武大诚信工程顾问（湖北）有限公司"," 武汉市东湖新技术开发区光谷金融港B9栋"," 中工武大诚信工程顾问（湖北）有限公司","18717140395"
"622"," 中标结果公告"," 招标编号： HBSJ-202306FJ-108001001"," 武汉科技大学临床技能培训中心基础设施改造工程总承包（EPC）项目（招标项目名称）武汉科技大学临床技能培训中心基础设施改造工程总承包（EPC）项目（标段名称）于2023年07月25日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年07月25日至2023年07月27日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 优尚和越环境科技有限公司、玖度工程设计有限公司","4634000"," 武汉科技大学"," 湖北省武汉市青山区和平大道947号"," 徐老师"," 027-68862385"," 中韬华胜工程科技有限公司"," 武汉市东湖新技术开发区华工科技园现代服务业基地1号研发楼B座12楼"," 杨茜、晏壮、甘维军、彭剑伟、杨利丹、王雨"," 027-87459046"
"623"," 中标结果公告"," 招标编号： HBSJ-201809QT-469071001"," 新建湖北鄂州民用机场工程航空器模拟训练设施、模拟航空器点火系统设备采购（招标项目名称）新建湖北鄂州民用机场工程航空器模拟训练设施、模拟航空器点火系统设备采购（一标段）（标段名称）于2023年04月25日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2023年04月25日至2023年04月27日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 西安航翼智飞科技有限公司","2507500"," 湖北国际物流机场有限公司"," 鄂州市滨湖北路特1号滨湖大厦八楼"," 郑先生"," 0711--3688919"," 湖北路港工程咨询有限公司"," 武昌区民主路782号洪广大酒店A座14楼"," 方雪君","13163316009"
"624"," 中标结果公告"," 招标编号： HBSJ-202210FJ-177001001"," 湖北交投鄂州新材料配送基地项目（EPC）（招标项目名称）湖北交投鄂州新材料配送基地项目（EPC）（标段名称）于2022年11月15日在湖北省电子招标投标交易平台（网址：www.hbbidcloud.cn）、湖北省公共资源交易电子服务系统（网址：www.hbggzyfwpt.cn）（媒介名称）上发布了评标结果公示，公示期为2022年11月15日至2022年11月17日。招标人已经依法确定中标人并对本次招标的中标结果予以公告："," 江苏天力建设集团有限公司、山东中天科技工程有限公司","152158421.4"," 湖北交投致远新材科技有限公司鄂州分公司"," 鄂州市华容区三江港新区粑铺村、临江大道东侧湖北交投沥青仓储与改性生产基地项目一期办公楼207"," 张先生"," 0711-5032602"," 湖北省成套招标股份有限公司"," 武汉市武昌区东湖西路特2号"," 刘坤"," 027-87816666"
